CI_stem,N12,No of mistletoes,Stand,ID,DBH,Distance from infected stem,Infected,Max_size of mistletoe,Min distance to mistletoe 120cm in diameter,Min distance to mistletoe 100cm in diameter,Min distance to mistletoe 50cm in diameter,Min distance to mistletoe
6.176580612,21,0,äobes,575,14,4.5255,0,0,4.5255,4.5255,4.5255,4.5255
3.778096495,25,0,äobes,577,28,7.18818,0,0,7.18818,7.18818,7.18818,7.18818
3.518325589,34,0,äobes,274,30,6.18427,0,0,6.18427,6.18427,6.18427,6.18427
2.225418475,17,1,äobes,657,31,0.71507,1,80,18.86871,0.71507,0.71507,0.71507
3.695978931,32,0,äobes,259,26,3.37712,0,0,20.11589,11.98987,3.37712,3.37712
8.037507242,34,0,äobes,411,14,6.87675,0,0,6.87675,6.87675,6.87675,6.87675
5.543132072,35,0,äobes,257,20,1.54316,0,0,22.03964,10.20266,1.54316,1.54316
3.715783109,22,0,äobes,579,28,6.55405,0,0,6.55405,6.55405,6.55405,6.55405
6.096040216,33,0,äobes,412,18,7.47375,0,0,7.47375,7.47375,7.47375,7.47375
3.827332556,31,0,äobes,258,24,5.02744,0,0,18.63783,13.29939,5.02744,5.02744
4.81947492,35,0,äobes,420,22,5.35778,0,0,5.35778,5.35778,5.35778,5.35778
3.555105313,22,0,äobes,578,28,5.82042,0,0,5.82042,5.82042,5.82042,5.82042
2.569919949,25,0,äobes,551,26,13.09686,0,0,13.09686,13.09686,13.09686,13.09686
2.557355581,20,0,äobes,574,34,2.62942,0,0,2.62942,2.62942,2.62942,2.62942
2.624009361,19,0,äobes,573,34,2.5339,0,0,2.5339,2.5339,2.5339,2.5339
4.439092337,33,0,äobes,660,29,6.57987,0,0,13.29262,6.93464,6.57987,6.57987
5.616759215,32,0,äobes,659,23,6.19395,0,0,13.68193,6.51194,6.19395,6.19395
6.034187274,30,0,äobes,655,18,3.73192,0,0,16.5127,3.73192,3.73192,3.73192
5.10333066,32,0,äobes,661,26,6.27079,0,0,13.65441,7.2486,6.27079,6.27079
5.792494418,28,0,äobes,654,19,2.77186,0,0,17.62613,3.96191,2.77186,2.77186
4.357159553,21,0,äobes,656,21,2.55517,0,0,18.91614,3.44539,2.55517,2.55517
5.65638001,33,0,äobes,662,23,6.87337,0,0,13.28286,8.26998,6.87337,6.87337
6.579488814,33,0,äobes,421,16,7.87369,0,0,7.87369,7.87369,7.87369,7.87369
6.616234317,32,0,äobes,663,20,6.42894,0,0,13.73761,8.04369,6.42894,6.42894
4.247906849,31,0,äobes,261,28,9.62258,0,0,15.67861,15.67861,9.62258,9.62258
4.036920048,23,0,äobes,572,26,1.00415,0,0,1.00415,1.00415,1.00415,1.00415
5.385137027,30,0,äobes,260,22,8.96096,0,0,16.41797,15.83988,8.96096,8.96096
4.323460494,30,0,äobes,268,32,10.79223,0,0,13.45422,13.45422,12.01347,10.79223
3.364291788,29,1,äobes,570,32,14.27619,1,120,17.29115,14.27619,14.27619,14.27619
5.012782291,28,0,äobes,262,22,8.96036,0,0,16.93263,15.49189,8.96036,8.96036
4.356380991,25,0,äobes,571,24,1.3421,0,0,1.3421,1.3421,1.3421,1.3421
4.471851344,30,0,äobes,269,32,10.74066,0,0,14.25644,14.25644,12.08378,10.74066
5.164087776,28,0,äobes,270,28,10.08324,0,0,13.5282,13.5282,11.38191,10.08324
4.880097687,28,0,äobes,273,22,8.38901,0,0,11.31308,11.31308,9.05028,8.38901
6.358197725,29,0,äobes,271,24,10.13157,0,0,14.11718,14.11718,11.58783,10.13157
1.721438139,17,0,äobes,650,25,10.89298,0,0,11.63379,11.53704,10.89298,10.89298
4.184400262,28,0,äobes,653,26,1.406,0,0,18.60926,6.1943,1.406,1.406
4.067577304,36,0,äobes,410,28,10.506,0,0,11.53843,11.53843,10.506,10.506
5.435822531,29,0,äobes,272,26,9.60661,0,0,14.21685,14.21685,11.13699,9.60661
2.902444919,20,0,äobes,651,31,0.67866,0,0,20.42073,5.88527,0.67866,0.67866
3.436181951,24,1,äobes,652,30,5.52965,1,60,19.87208,5.99874,5.52965,5.52965
4.152973814,41,0,äobes,342,26,4.36003,0,0,10.10221,10.10221,4.36003,4.36003
5.599648051,32,0,äobes,664,20,5.11777,0,0,17.37037,9.6505,5.11777,5.11777
5.385079457,29,0,äobes,406,23,9.3513,0,0,13.02024,13.02024,9.3513,9.3513
3.243970674,33,0,äobes,582,35,8.84187,0,0,8.84187,8.84187,8.84187,8.84187
6.301576631,32,0,äobes,581,20,8.06286,0,0,8.06286,8.06286,8.06286,8.06286
8.358305503,30,0,äobes,407,16,9.9629,0,0,13.499,13.499,9.9629,9.9629
6.151684102,30,0,äobes,408,21,10.17681,0,0,13.86672,13.86672,10.17681,10.17681
3.55963311,33,0,äobes,580,34,8.50038,0,0,8.50038,8.50038,8.50038,8.50038
3.524944957,28,0,äobes,405,31,8.28955,0,0,12.89272,12.89272,8.28955,8.28955
7.641958535,28,0,äobes,404,16,8.43811,0,0,13.33849,13.33849,8.43811,8.43811
4.107581224,29,0,äobes,409,28,10.24458,0,0,14.51632,14.51632,10.24458,10.24458
5.412305905,37,0,äobes,267,26,7.4278,0,0,16.23028,16.23028,9.74992,7.4278
5.127747182,33,0,äobes,341,21,3.54313,0,0,13.74164,13.74164,5.13576,3.54313
4.197518149,36,0,äobes,583,28,8.45692,0,0,8.45692,8.45692,8.45692,8.45692
5.101825208,28,0,äobes,403,21,8.81432,0,0,14.44846,14.44846,8.81432,8.81432
4.349474677,39,0,äobes,263,32,8.32386,0,0,17.47821,17.47821,10.854,8.32386
5.214680585,35,0,äobes,266,26,6.31795,0,0,16.60211,16.42732,8.88206,6.31795
2.58020426,31,1,äobes,338,32,3.24768,1,60,13.63517,13.63517,13.63517,3.24768
4.182497752,36,0,äobes,264,32,7.70385,0,0,18.0056,16.48606,10.437,7.70385
5.325931801,36,0,äobes,265,26,6.74641,0,0,17.52611,15.98449,9.49445,6.74641
3.951976652,29,0,äobes,665,28,5.61283,0,0,18.84624,11.53733,5.61283,5.61283
3.345512108,27,0,äobes,666,34,6.01761,0,0,18.25662,11.82678,6.01761,6.01761
2.907150864,25,0,äobes,667,37,6.70515,0,0,17.49791,12.37982,6.70515,6.70515
6.184885249,40,0,äobes,584,22,7.89623,0,0,7.89623,7.89623,7.89623,7.89623
4.922091198,28,0,äobes,645,24,11.84378,0,0,11.84378,11.84378,11.84378,11.84378
4.815167162,30,0,äobes,643,26,10.96573,0,0,10.96573,10.96573,10.96573,10.96573
5.325313434,29,0,äobes,646,24,11.84683,0,0,11.84683,11.84683,11.84683,11.84683
3.426017386,26,0,äobes,669,30,7.90789,0,0,16.31621,13.35824,7.90789,7.90789
6.971700177,28,0,äobes,644,19,11.45689,0,0,11.45689,11.45689,11.45689,11.45689
7.13088513,28,0,äobes,647,16,12.58654,0,0,12.58654,12.58654,12.58654,12.58654
7.949997377,27,0,äobes,668,15,7.76019,0,0,16.43692,13.30311,7.76019,7.76019
5.476164063,39,0,äobes,586,24,8.05761,0,0,8.69884,8.05761,8.05761,8.05761
5.613266813,40,0,äobes,585,24,7.63796,0,0,8.333,7.63796,7.63796,7.63796
5.425448863,43,0,äobes,587,26,7.06376,0,0,7.59167,7.06376,7.06376,7.06376
5.975148115,32,0,äobes,642,21,10.45017,0,0,10.71295,10.45017,10.45017,10.45017
5.069579363,35,0,äobes,290,18,11.64348,0,0,17.85883,11.64348,11.64348,11.64348
3.838081238,34,1,äobes,339,28,3.24768,1,30,15.18996,13.68787,3.24768,3.24768
4.721127077,42,0,äobes,588,30,6.35064,0,0,8.0984,6.35064,6.35064,6.35064
5.110318684,33,0,äobes,670,22,7.40517,0,0,17.24319,13.33591,7.40517,7.40517
6.081577444,29,0,äobes,648,20,10.99367,0,0,12.33477,10.99367,10.99367,10.99367
5.520360981,30,0,äobes,649,22,10.20767,0,0,11.70004,10.20767,10.20767,10.20767
4.055498961,31,0,äobes,340,26,1.0418,0,0,15.02808,12.90004,4.24773,1.0418
4.205026451,43,0,äobes,589,34,5.79063,0,0,8.93963,5.79063,5.79063,5.79063
4.92685478,43,0,äobes,590,29,5.78313,0,0,10.7462,5.78313,5.78313,5.78313
8.981916135,43,0,äobes,591,17,5.19761,0,0,10.94752,5.19761,5.19761,5.19761
6.197258888,40,0,äobes,592,22,5.6875,0,0,11.61291,5.6875,5.6875,5.6875
3.340661972,31,0,äobes,289,28,10.28718,0,0,14.61089,12.91717,12.76052,10.28718
3.799629156,34,0,äobes,288,27,10.70201,0,0,14.73206,13.68144,13.55947,10.70201
4.222552946,34,0,äobes,287,24,10.27161,0,0,14.03528,14.03528,14.03528,10.27161
7.140074077,41,0,äobes,597,20,2.86811,0,0,12.37703,2.86811,2.86811,2.86811
10.75013806,42,0,äobes,596,14,3.38894,0,0,12.71738,3.38894,3.38894,3.38894
4.197463364,32,0,äobes,347,28,4.9188,0,0,10.99852,8.97543,6.69961,4.9188
6.816240559,42,0,äobes,598,21,2.40324,0,0,13.0464,2.40324,2.40324,2.40324
8.68811218,32,0,äobes,344,16,5.26993,0,0,11.60507,8.41811,7.49844,5.26993
3.867194941,33,0,äobes,343,32,5.59497,0,0,12.48318,8.28504,8.17824,5.59497
7.072082927,43,0,äobes,593,20,3.95004,0,0,13.79166,3.95004,3.95004,3.95004
5.864243907,44,0,äobes,594,24,3.55447,0,0,14.05312,3.55447,3.55447,3.55447
5.992817295,32,0,äobes,346,22,5.79302,0,0,10.79759,7.96435,7.75202,5.79302
4.877739815,34,0,äobes,345,28,6.01512,0,0,11.32683,7.67428,7.67428,6.01512
7.870589532,45,0,äobes,595,18,2.34747,0,0,14.08769,2.34747,2.34747,2.34747
5.929750999,40,0,äobes,299,25,10.12704,0,0,16.9913,10.12704,10.12704,10.12704
5.395105874,42,2,äobes,599,22,14.27619,1,110,14.27619,14.27619,14.27619,14.27619
5.401972613,40,0,äobes,298,28,9.58639,0,0,17.16503,9.58639,9.58639,9.58639
11.08215522,37,0,äobes,348,13,6.68028,0,0,11.21961,7.02391,7.02391,6.68028
7.752783484,40,0,äobes,297,21,9.46143,0,0,17.01975,9.46143,9.46143,9.46143
4.803277743,30,0,äobes,632,23,12.85096,0,0,19.43635,12.85096,12.85096,12.85096
9.040780099,40,0,äobes,296,18,9.36494,0,0,16.7433,9.36494,9.36494,9.36494
4.754586035,32,0,äobes,631,24,11.93379,0,0,19.1071,11.93379,11.93379,11.93379
4.450766894,29,0,äobes,633,24,13.80077,0,0,19.69073,13.80077,13.80077,13.80077
5.672496356,39,0,äobes,295,26,8.28325,0,0,16.40291,8.28325,8.28325,8.28325
4.022850848,22,0,äobes,637,26,15.40675,0,0,16.79244,16.79244,15.40675,15.40675
5.178506515,30,0,äobes,636,22,12.20434,0,0,19.49333,12.20434,12.20434,12.20434
5.489413385,38,0,äobes,294,26,8.33831,0,0,16.21933,8.33831,8.33831,8.33831
2.322097001,20,0,äobes,638,42,15.93098,0,0,16.24861,16.24861,15.93098,15.93098
4.933867068,31,0,äobes,292,20,8.4569,0,0,10.32668,10.32668,10.32668,8.4569
5.688448603,19,0,äobes,640,20,15.53333,0,0,15.53333,15.53333,15.53333,15.53333
6.667500793,32,0,äobes,635,18,12.77039,0,0,19.33019,12.77039,12.77039,12.77039
6.499480891,32,0,äobes,634,18,13.16745,0,0,19.41505,13.16745,13.16745,13.16745
3.710898192,32,0,äobes,291,26,7.05788,0,0,9.32518,9.32518,9.32518,7.05788
3.348934409,18,0,äobes,639,31,15.30505,0,0,15.30505,15.30505,15.30505,15.30505
2.795991513,19,0,äobes,641,34,14.89545,0,0,14.89545,14.89545,14.89545,14.89545
3.094301716,19,0,äobes,389,20,5.41882,0,0,5.41882,5.41882,5.41882,5.41882
6.261241391,33,0,äobes,349,18,3.95229,0,0,9.7276,3.95229,3.95229,3.95229
3.585178016,25,0,äobes,388,30,2.08803,0,0,2.08803,2.08803,2.08803,2.08803
2.390052731,22,0,äobes,395,32,10.10788,0,0,10.10788,10.10788,10.10788,10.10788
4.195204466,28,0,äobes,386,31,1.14574,0,0,1.14574,1.14574,1.14574,1.14574
2.617790081,25,0,äobes,394,32,9.60421,0,0,9.60421,9.60421,9.60421,9.60421
4.152377816,29,0,äobes,383,31,0.48055,0,0,0.48055,0.48055,0.48055,0.48055
3.435825194,20,0,äobes,390,22,3.70421,0,0,3.70421,3.70421,3.70421,3.70421
5.612434217,31,0,äobes,305,25,9.91229,0,0,11.37062,9.91229,9.91229,9.91229
4.802576731,30,0,äobes,387,28,1.21781,0,0,1.21781,1.21781,1.21781,1.21781
4.725991001,33,0,äobes,306,30,10.30213,0,0,10.94649,10.30213,10.30213,10.30213
4.093307859,36,0,äobes,350,30,1.29103,0,0,9.57301,1.29103,1.29103,1.29103
4.458931043,32,2,äobes,384,30,9.90569,1,120,13.6663,9.90569,9.90569,9.90569
5.189052047,30,0,äobes,385,25,0.95133,0,0,0.95133,0.95133,0.95133,0.95133
5.558098253,30,0,äobes,304,25,9.37107,0,0,11.46233,9.37107,9.37107,9.37107
3.710514554,35,0,äobes,351,32,1.02677,0,0,9.0375,1.02677,1.02677,1.02677
8.408557928,31,0,äobes,393,12,8.30481,0,0,8.30481,8.30481,8.30481,8.30481
8.07431062,33,0,äobes,353,14,1.59741,0,0,11.34674,1.59741,1.59741,1.59741
3.38692455,22,0,äobes,391,24,7.52349,0,0,7.52349,7.52349,7.52349,7.52349
7.056483416,29,0,äobes,301,29,9.79444,0,0,9.79444,9.79444,9.79444,9.79444
3.465568695,35,3,äobes,352,33,9.90569,1,100,9.90569,9.90569,9.90569,9.90569
3.030271717,26,0,äobes,392,29,7.94169,0,0,7.94169,7.94169,7.94169,7.94169
5.216688245,32,0,äobes,382,20,3.28553,0,0,3.28553,3.28553,3.28553,3.28553
4.425618494,40,0,äobes,629,26,10.47166,0,0,10.47166,10.47166,10.47166,10.47166
5.03163872,33,0,äobes,381,20,5.62434,0,0,5.62434,5.62434,5.62434,5.62434
5.369667868,39,0,äobes,676,23,10.87378,0,0,10.87378,10.87378,10.87378,10.87378
5.76075331,37,0,äobes,678,22,11.55677,0,0,11.59885,11.55677,11.55677,11.55677
7.543667312,32,0,äobes,379,14,7.76815,0,0,7.76815,7.76815,7.76815,7.76815
4.703035187,31,0,äobes,380,21,7.96019,0,0,7.96019,7.96019,7.96019,7.96019
3.803936213,34,0,äobes,677,31,10.67585,0,0,10.67585,10.67585,10.67585,10.67585
4.288281377,32,0,äobes,396,30,0.62796,0,0,0.62796,0.62796,0.62796,0.62796
4.596926058,29,0,äobes,679,23,12.80442,0,0,13.55924,12.80442,12.80442,12.80442
